ID,MEMBER_ID,COMMENT
a2p1U000000RoDDQA0,0011U00000rjmRpQAI,visit went smooth
a2p3g000000KzoSAAS,0011U000017IxYDQA0,I just had a phone interview so far with XYZ and thought it went very well.  I didn't rate any higher because I have not used any other XYZ yet services.
a2p1U000000l8CAQAY,0011U00000rjwStQAI,Don't call back when I leave messages
a2p1U000000RqAYQA0,0011U00000rjpt7QAA,i have only been to one appointment.
a2p1U000000Rp4OQAS,0011U00000rkAYsQAM,"I believe we have come so far with the knowledge that early detection is the best form of surviving cancer.  Imagine my surprise when I was told during my annual physical, that a breast exam is no longer part of a physical and that the medical profession believes the mammogram is the best way to detect breast cancer.  I am not medically trained, but common sense tells me, a mammogram AND a breast exam by a medical professional, in addition to self breast exams would be BEST practices!  I have always taught my children to partner with teachers, doctors, law enforcement etc...always be a participant in your education, your health, your actions. Taking a breast exam out of the routine physical is a serious step backwards for patients!  I was also told to go to a ""HEAD SHOP"" for topical pain relief, although what is noted in my record says Tiger Balm.  Not sure where a HEAD SHOP is located and positive after looking up the definition I will not be going."
a2p1U000000RtSIQA0,0011U00000rjlZVQAY,Small office is so much more personal and the professional people are friendly.
a2p1U000000RqLrQAK,0011U00000rjJz3QAE,No extra cost/copay
a2p1U000000RtTJQA0,0011U00000rj6rLQAQ,I was treated very well and time was taken to find out about me.  I didn't feel rushed and could ask any question I needed to.
a2p1U000000RoLpQAK,0011U00000riQR0QAM,ease of appointments. thoroughness of doctor and staff.
a2p1U000000RtAyQAK,0011U00000ril88QAA,Convenient and efficient.
a2p1U000000RvC6QAK,0011U00000ri4oxQAA,The ease of getting in and not being rushed.
a2p1U000000Rp77QAC,0011U00000rjA5OQAU,No co pay for doctor visits.
a2p1U000000Rt0OQAS,0011U00000ri8LTQAY,Didn't seem any different than my previorecommendationsus Dr. In terms of service and
a2p1U000000l8JFQAY,0011U00000riR0aQAE,I like it - the convenience is good.
a2p1U000000l8FCQAY,0011U00000rj4FfQAI,"My nurse nina kaushal at 5700 lombardo center drive in seven hills was very rude to me she never takes her time to understand me she is in a rush to take care of other patients I understand that ok but you dont say  I dont care that your on the phone she said it twice I was trying to hang up she was talking over me l, my human resource manager said Wow nurse I never wanna go to a XYZ ever again or recomend anybody she owes me an apology."
a2p1U000000Rq4zQAC,0011U00000rjrJNQAY,Costs nothing. Can be used as a second opinion. Quick to get into see dr.
a2p1U000000RpMbQAK,0011U00000rj1EpQAI,Easy and convenient to make appointment and see a doc
a2p1U000000RpldQAC,0011U00000rj293QAA,"I have had a fair amount of success until this appointment.  The only help I got was to tell me that my blood work was normal, no other information to help alleviate my symptoms.  The on call Doc I spoke to the following week was helpful."
a2p1U000000RpoHQAS,0011U00000rj3wvQAA,"Very friendly, they called and reminded me because I would have forgot to make the appointment. They are very easy to talk to , and they explained everything so I could understand"
a2p1U000000RoCxQAK,0011U00000rk0YDQAY,mCeLROTH WAS GREAT
a2p1U000000RoU0QAK,0011U00000riKa8QAE,I went to this clinic thinking their priority was to help me get better as soon as possible.  They were incompetent in getting the results of an outside hospital procedure and have left me in pain for two days without the decency to tell me the truth or seek the results.
a2p1U000000RvXwQAK,0011U00000riljhQAA,I have very good service at XYZ and been extremely happy with all the physicians.
a2p1U000000RqF9QAK,0011U00000rinMnQAI,I liked it.
a2p1U000000RoejQAC,0011U00000ridPVQAY,Friendly & knowledgeable service. Easy to make an appointment. Little to no wait time. Doctor was easy to talk to & very knowledgeable.
a2p3g000000pGx3AAE,0011U00000rj9O7QAI,My experiance was horrible. The doctor I saw was arrogant and did ALL the talking. He pretty much dismissed all my primary care doctors previous care.
a2p3g000000pItSAAU,0011U00000rj8pFQAQ,Friendly prompt courtiouse
a2p3g000000owNDAAY,0011U00000riewhQAA,Everyone was friendly
a2p3g000000payLAAQ,0011U00000riXb7QAE,Good access and good doctor.
a2p3g000000pHsOAAU,0011U000019xyWiQAI,I don't make recommendations like that.
a2p3g000000ovCbAAI,0011U000011Epl8QAC,"Ease of appointment.
Very good, caring, and thorough doctor who spent ample time with me."
a2p3g000000poeyAAA,0011U00000rjhCfQAI,very efficient
a2p3g000000q0b4AAA,0013g000006teHTAAY,"Kind, compassionate, effective, personal and informative service."
a2p3g000000pU7GAAU,0013g000002vOOSAA2,comfort in knowing that I can call any time day or night
a2p3g000000pSGuAAM,0011U000019xyUeQAI,Too brief of a visit to make an accurate statement
a2p3g000000pTBvAAM,0011U00000rk2GhQAI,Dr O'Malia listens to everythi g you need to discuss and gives you the answers you need.  The entire team is very personable.
a2p3g000000ov43AAA,0011U00000riX9DQAU,"Friendly people, easy to use."
a2p3g000000ptaNAAQ,0011U00000rhruXQAQ,Easy to schedule and convenient location
a2p3g000000pXwRAAU,0011U00000riMCnQAM,You guys care about your patients
a2p3g000000pW7cAAE,0011U00000rjMiRQAU,it seems smaller and a little less overwrought by the typical medical issues that make practitioners treat people like cattle.
a2p3g000000pN7TAAU,0011U00000ri90ZQAQ,"Overall experience  good reception, good pre exam, knowledgeable PA, Concerned about patient"
a2p3g000000owMpAAI,0011U00000rjx6ZQAQ,"I like Dr Hermann and she seems to be patient and open to hearing my issues.  However, I had a blood pressure of 140/100 and some of the medication she gave me for possible bladder spasms aren't good for people with blood pressure issues....She didn't explain any follow up plan either...what I need to do at home...so I purchased my own blood pressure cuff (pump kind) so I can start taking my pressure at home...monitor...and then stay in touch ...she didn't increase my lisinopril.  I have a family history of blood pressure issues too."
a2p4w000001prosAAA,0011U00000rjaiyQAA,All I know already have their doctors and facilities they use
a2p3g000000p00GAAQ,0011U000019xymEQAQ,Never heard of it and it doesn’t offer all the Same benefits of a larger healthcare provider. It just seemed lower budget.
a2p3g000000pcsFAAQ,0011U00000rj5fMQAQ,Very much client centered
a2p3g000000p7CJAAY,0011U000019xygQQAQ,The service was fast and efficient.  The tech that helped was very nice.
a2p3g000000pEKXAA2,0013g000006ti1UAAQ,"Friendly employees, who explained processes without condescension.  Very thorough"
a2p3g000000pklCAAQ,0011U00000rixQLQAY,Quick appt. Provider actually listened and understood what was already tried. Gave good suggestions. No waiting
a2p3g000000qVekAAE,0011U00000rjDWtQAM,Friendly staff and caring doctors and thorough diagnosis and treatment.
a2p4w000001pnEWAAY,0011U00000rie4GQAQ,The fast and friendly service.
a2p4w000002JmneAAC,0013g00000CyYW2AAN,"The employees of XYZ are helpful and friendly. As far as providing service there has been a few minor issues, the major issue that I cannot overlook is that when I needed medical advice for a emergency situation i couldnt get ahold of anyone."
a2p4w000002O0XiAAK,0011U00000ri2VyQAI,I never use this health clinic before the I know
a2p3g000000qhwBAAQ,0011U000010omj7QAA,"Ease of access with the onsite clinic, quick scheduling and replies to questions."
a2p3g000000qfuSAAQ,0011U00000rk0uNQAQ,Thia new Dr praticeer is not very bright and very arrogrant
a2p4w000002Js6qAAC,0013g000007ZWxwAAG,Personal service
a2p4w000002K4ODAA0,0011U00000rjp3xQAA,Easy to get an appointment scheduled and nurse and doctor are very easy to work with.
a2p4w000002K4NPAA0,0011U0000125JT0QAM,Just starting out with organization
a2p4w000002JpCgAAK,0011U00000riwYoQAI,Three calls in and no call back
a2p4w000001q1wwAAA,0011U00000rhvn6QAA,Convenient. Quick appts. Time for one on one personal care.
a2p4w000001pnBwAAI,0011U00000rjnetQAA,"This is the second time I have requested to be treated and not received it. The first time I was refused a medication for my eyesight, because I didn't meet criteria for a typical use of that medication, but this was for my eyesight. I did get the prescription from another doctor on Lauby Rd. This time I have sinus drainage, which if not taken care of will spread to my lungs and I can get pnuemonia (happened over the past 20 years) and now I am only going to get a Covid test, even though I have no temp, no headache, no sore throat, no nausea, no diarrhea, and no cough. But the same doctor who refused the medication for my eyesight, said it sounded like Covid and I would have to isolate if I didn't have the test. Since we don't get time off for isolation I have to use my insurance to pay for a test I feel is not necessary, however I will take the test to be cleared. If this sinus drainage does drain and involves my lungs and I am not treated for it, I will have to call the office Again for another appt and miss more time from work."
a2p4w000002KDOHAA4,0011U00000rjqabQAA,"Convenient location, short waiting times."
a2p4w000001pnM6AAI,0013g00000HWehpAAD,Getting a new patient appointment was difficult.  The portal system and video call appointment did not work effectively and forced me to have to reschedule with a different provider.  The provider was nice just not who i was looking to meet with.
a2p3g000000qVcjAAE,0011U00000rk5plQAA,"was easy to get appointment, courteous service"
a2p4w000002Jq8kAAC,0011U000011EkdYQAS,"I came into the office for an appointment and the doctor came in the waiting room and swabbed me for strep, she then sat at the reception desk asked me a few questions, asked me what medicine I usually get and said she would call it in.  She never put me in an examine room, listened to my chest, or checked my ears."
a2p3g000000qTSDAA2,0013g00000CyYNDAA3,"I made an initial appointment with Dr Cryan.  I waited in the portal for my appointment and after 15 minutes, I called the doctor's office to make sure I was in the correct place.  The receptionist told me they were ""planning to call me"" because I had scheduled the incorrect appointment type.  She was not apologetic and did not seem concerned that I had utilized my limited free time waiting for an appointment that she knew was not going to happen.  It was frustrating and poor customer service.  My appointment was at 11:45 am; she had time to contact me prior to the appointment.  So, I switched to the other option I had for a female doctor near me and had my initial intake meeting via the telephone on Monday with Dr DeAlleaume.  She was polite and efficient with my intake.   There are not a lot of options for doctors near me.  My current doctor's office is over 25 minutes from my home without traffic.  The first option was 20 minutes from my home.  I prefer a female doctor and the XYZ office closest to me only has a male doctor.  I am not sure if the XYZ locations are convenient for me to utilize as a primary care doctor."
a2p4w000002JlRDAA0,0011U00000rjJK7QAM,I feel I am getting excellent health care.
a2p3g000000qogyAAA,0011U00000rj2T8QAI,I like the staff and the doctor
a2p4w000002Jv4iAAC,0011U00000rim8jQAA,Dr Watson is a really good dr and she gets to know you not only as a patient but as a person to help you through whatever your dealing with
a2p3g000000qTMZAA2,0011U00000riBtoQAE,When I was there for my appt none of the techs were able to draw my blood and now I have to go to the lab. That is very frustrating.
a2p3g000000qpfcAAA,0011U00000rjRAMQA2,Close to DaVita & easy to get an appt.  Dr has always spent  a good deal of time with us. We never feel rushed.
a2p4w000002JuPBAA0,0011U000011h86fQAA,"Online interface seems good, wasn't able to join my appt virtually because the buttons weren't working so had to do appt with a phone call instead of video"
a2p3g000000qLwUAAU,0011U00000riY0vQAE,"Convenience to work, has been a pretty good experience so far. Excited about Dr McKay going forward."
a2p3g000000qVQJAA2,0011U00000rjF4qQAE,I had initial reservations with my husband first provider but I like mine and availability is good.
a2p1U000000RpM5QAK,0011U00000riny9QAA,Good service no waiting fast appointment setup
a2p3g000000KyuXAAS,0011U0000125Jr9QAE,Ease of access to medical records and test results
a2p1U000000RqTlQAK,0011U00000riaUPQAY,Just don't have confidence in treatment
a2p1U000000Rq3XQAS,0011U00000riqx4QAA,"I was pleased with the services; however, will wait to see how available the doctors are once they get established. Limited availability for appointments now- no full time physicians."
a2p1U000000RpJhQAK,0011U00000rjkhuQAA,"Good service, convenient and saves money"
a2p3g000000KyvCAAS,0011U00000riTw7QAE,"friendly,  timely.   Not stuck waiting in waiting room a  long time."
a2p1U000000Rpo2QAC,0011U00000riUD4QAM,I like the selection of doctors but I use this service because of the insurance at work. It's hard to leave a doctor after having them for over 20 years.
a2p1U000000Ros6QAC,0011U00000rjw4UQAQ,Very friendly service.
a2p1U000000RorlQAC,0011U00000rjcCzQAI,"Please take me off your list..I will not go back to Dr. Gorman and Palendena in Grand Junction.  I don't think the communication approach between doctor and staff on how to get message to patients after reading important items like ultrasound results is good, and I think he was too laid back just putting notes in their systems about patient can , if further pain, request HIDA scan...poor communication with patient experiencing pain."
a2p1U000000RtIxQAK,0011U00000rjdxFQAQ,"Because Dr. Snyder is cool and so is the nurse who works the front desk.  I feel comfortable there and that is really saying something because doctors scare the shit out of me... just saying, it's a problem, I know.  But it happens to some people."
a2p3g000000KzK0AAK,0011U00000rifbDQAQ,I am not really sure I would recommend this dr
a2p1U000000Ro8VQAS,0011U00000rillyQAA,Follow-up care is not happening with outside consults
a2p1U000000RqAsQAK,0011U00000rjsnQQAQ,Not very convenient with limited time availability
a2p1U000000RuuoQAC,0011U00000rj6teQAA,Very easy to work with
a2p1U000000RtKnQAK,0011U00000rj06vQAA,I love the Doctor I have it's just that referral take a lot of time to get and I have had a couple of issue concerning my medications dosage and quantity.
a2p1U000000RpL3QAK,0011U00000ri4WqQAI,It was great services
a2p1U000000RtGRQA0,0011U00000riAboQAE,I wasn
a2p1U000000Rsg9QAC,0011U00000rhsaYQAQ,Extremely nice people and youre in and out. You do not have to wait a long period of time to be seen and they actually take the time to spend time with you. I didnt feel unimportant or rushed
a2p1U000000RsjsQAC,0011U00000rjwbVQAQ,I like the health care model and so far it has met my needs.
a2p1U000000Rt8jQAC,0011U00000riLmRQAU,"Great service, easy access to a doctor."
a2p1U000000RqdxQAC,0011U00000rirR1QAI,the one on one care received from thestaff is awesome
a2p1U000000RszhQAC,0011U00000rjx6XQAQ,"No co-pay, easy to get in, nice doctors."
a2p1U000000RtEZQA0,0011U00000riA0YQAU,The physician didn't call my prescription in to the pharmacy the same day as my visit.
a2p1U000000RsToQAK,0011U00000riIWFQA2,Having only one appointment I don't feel I could make a definite recommendation to anyone.
a2p3g000000LAdwAAG,0011U00000riD35QAE,I just did an over the phone consultation I will know more when I come with a face-to-face visit.
a2p1U000000RogZQAS,0011U00000rjf8mQAA,"The staff is nice and spend more time with you. The blood draw hurt my daughter (13) and they were short of shingles vaccine, but other than that, they did a good job."
a2p1U000000RtAHQA0,0011U00000rk2XpQAI,Skill set and positive personality of Dr. Brone
a2p1U000000RoDNQA0,0011U00000rjIciQAE,convenient on site office.
a2p1U000000RsztQAC,0011U00000riZpNQAU,"Personable, on time, knowledgable"
a2p1U000000Rq9SQAS,0011U00000riE3aQAE,I liked the Dr.
a2p1U000000RtMRQA0,0011U00000rihr6QAA,I enjoy the one on one interaction. Staff members are friendly.
a2p3g000000KzIyAAK,0011U0000125JeNQAU,Lack of compassion for patient
a2p1U000000RobzQAC,0011U00000rk1ohQAA,"Quick appointment scheduling, nice people"
a2p1U000000RoslQAC,0011U00000rjlk1QAA,"The service at XYZ is very personalized, when you are in the office, all area f the focus is on you. There is little to no waiting in the reception area and all of the staff (including doctors) are caring and kind. The only drawback with this type of service is that appointments can be hard to come by if you need to get in quickly."
a2p1U000000RoB5QAK,0011U00000rigHsQAI,Convenient
a2p1U000000RpueQAC,0011U00000rioDkQAI,Professional and quick service
a2p1U000000RshnQAC,0011U00000rj6teQAA,Good drs
a2p1U000000RqVFQA0,0011U00000rkD1HQAU,Quality of doctor and staff
a2p1U000000Ro8DQAS,0011U00000rjRjRQAU,"Good staff, and easy to get in."
a2p1U000000Roz7QAC,0011U00000rkBN3QAM,It was a great individualized experience. Felt like I was the priority
a2p1U000000RtOAQA0,0011U00000riq9FQAQ,No co-pays.  Doctors available 5 days a week.
a2p1U000000RpEhQAK,0011U00000rjDo0QAE,"The Doctors are great.  The front office does not seem to know what they are doing.  However, they are getting better."
a2p3g000000KzDnAAK,0011U00001BfQhPQAV,We're very nice and respectful asked a lot questions That I myself did not  think of
a2p1U000000Rt4XQAS,0011U00000rin5eQAA,"Fast,friendly service"
a2p1U000000Rq8pQAC,0011U00000rhw2cQAA,Inconsistent service
a2p3g000000KzD1AAK,0011U00000rjoeHQAQ,Receptionist was very rude and unpofessional.
a2p1U000000RpAjQAK,0011U00000rjKUbQAM,"Not in business of recommending, but get great service, so higher than typical for you."
a2p1U000000RvC0QAK,0011U00000ri6QrQAI,"doctors don't stay so once a relationship is built they move on. I use XYZ because you are easy to access at work. But, you are not my primary"
a2p1U000000Rq0VQAS,0011U00000rjAOWQA2,Good service but won't see my kids till they have a physical
a2p1U000000RobOQAS,0011U00000riaUbQAI,Little experience at this point
a2p1U000000RtGYQA0,0011U00000riCFrQAM,friendly efficient staff
a2p1U000000RseVQAS,0011U00000sgxbcQAA,The doctor is able to spend lots of time with you and really listens.
a2p3g000000oeUwAAI,0011U000019xyUIQAY,"This was a terrible experience.  1) the office itself is sketchy 2) the employee was loudly asking me questions from behind the desk to me as I sat filling out forms in the seating area 3) The Height measurement tool on the wall is put up VERY crooked... she measured me at 6'1/2""  I have been 6' 2"" for 55 years 4) she took my blood and  stated... ""wow, you have a wiggly vein"" and then proceeded to create a ping pong ball sized ball of blood in my arm that, 24 hours later is still painful and bruised    *This is my first experience with XYZ.  Clearly operating as a ""budget"" operation"
a2p1U000000RqatQAC,0011U00000rjS2uQAE,I really liked my doctor - Dr. Muse. And the proximity to my office is really convenient for me.
a2p1U000000RswtQAC,0011U00000rir0XQAQ,"convenient to office.  easy, same day appointment"
a2p1U000000RtTBQA0,0011U00000rjAmtQAE,"I had a lot of problems just scheduling my appointment.   Then after my visit, I was told I owe $4.  Now I could care less about the amount, but when I tried to explain to the person checking me out, that I had already hit my deductible and my max out of pocket for the year, I was given an attitude.  I was again told, ""well that is our agreement with Humana.""  I again tried to explain the concept of a deductible, a coinsurance and a max out of pocket, but was then told, ""Well, it's only $4 so I don't care if you pay it or not.""  As an employee of Humana and as a member of Humana, this is really frustrating.   When a Humana member, has hit their MAX OUT OF POCKET, that means they no longer pay anything out of pocket for the service.   Even if it is just $4.  I just bit my tongue and walked out.   I chose you as my primary care provider, but I am seriously reconsidering that decision."
a2p1U000000RohjQAC,0011U00000rjpFWQAY,"They were very professional,  asked a lot of questions,  answered all my questions.  I was very relaxed."
a2p1U000000RowUQAS,0011U00000rii6DQAQ,If they are in the Waterside building it is convenient and copay is better.
a2p1U000000RuqEQAS,0011U00000riA2jQAE,Too new to tell just yet.
a2p1U000000RursQAC,0011U00000rjXp5QAE,Can get in quickly minimal wait with quality dr
a2p1U000000Rob3QAC,0011U00000rjuWuQAI,"Had a yearly physical and the doctor was very thorough, especially since it was my first with XYZ Health."
a2p3g000000KythAAC,0011U00000rjNtAQAU,Doctors listen to patients
a2p3g000000qC2LAAU,0011U00000rjYfJQAU,I can't think of a situation where I'd be recommending a healthcare provider
a2p3g000000qA8gAAE,0011U00000ri0J4QAI,Only disappointing part of XYZ is that there is not a licensed doctor close by.
a2p1U000000Ro9rQAC,0011U00000rjFsKQAU,"The doctor seems very good, but the check-in   and health history process could be better.  I was mostly done filling out the form, but the nurse instead took it orally.  There are some things I'd prefer to write on paper or tell doctor directly."
a2p1U000000RovjQAC,0011U00000riPFWQA2,"Because of my appointment conflict of dates, where I came in a day early instead of the right appointment date, I was seeing by another doctor in the office, I love Dr. Cook, but when Dr. Ho was able to see me instead of coming back on the right appointment, I felt very happy after my appointment with Dr. Ho, as a patient, I felt like having a second opinion of what my medical issue was really put a perspective on what I am going thru, Somehow Dr. Ho recognize some symptons that Dr. Cook didn't. Don't get me wrong I will still see Dr. Cook."
a2p3g000000pw6QAAQ,0011U000019xyhUQAQ,Very helpful and willing to listen.
a2p3g000000pzadAAA,0011U00000rj2Q5QAI,"Fast service and quality, professional care"
a2p3g000000q0YyAAI,0011U00000riWJBQA2,Great service and clean atmosphere
a2p3g000000qOnLAAU,0011U00000rj1UjQAI,Good service
a2p3g000000qKpIAAU,0011U0000125JZFQA2,Friendly staff that takes time with you.
a2p3g000000oRjQAAU,0011U00000ricVFQAY,Cost
a2p1U000000RooiQAC,0011U00000riUD4QAM,Not sure why but most everyone I know has a doctor
a2p3g000000qTP9AAM,0011U000013ktuAQAQ,"The personalization of care. I didn't need to wait very long in the waiting room, the doctor did not rush me, she shared some of her personal experiences with me, and was very thorough."
a2p3g000000qGlFAAU,0011U00000rjhvXQAQ,Caring attitude and good bedside manner from all staff
a2p1U000000RtOpQAK,0011U00000riuiYQAQ,"I was very disappointed with my doctor's visit, which was my first. We had a long conversation about why I was there, including many small problems but mainly focused on an STI test and my trouble with my sinuses.   I requested a full screen for my STI test and they only pulled blood so I only got half of the results I wanted.  I went in for my sinuses and somewhere during our conversation the doctor asked me about asthma and inhalers. I found out that afternoon that she called in a prescription for an inhaler for me. She didn't communicate that to me during the visit and I didn't understand why I would be getting one.  I did not feel very heard or considered by Dr. Snyder, and her communication has been extremely poor around my concerns, both in the exam and afterwards."
a2p1U000000RoHOQA0,0011U00000riao9QAA,Dr. Ho is an excellent and caring doctor who takes the time to talk to you and understand your issues
a2p3g000000qJqtAAE,0013g000006tgJ1AAI,Good customer service and easy to schedule.
a2p1U000000Rsu8QAC,0011U00000rix97QAA,"Friendly, communicative, follows through."
a2p1U000000RoReQAK,0011U00000rjqCLQAY,Good service fair price
a2p3g000000qB0nAAE,0011U00000riRmDQAU,I've always had a great experience whether the appointment was in person or via phone.
a2p1U000000RodZQAS,0011U00000ri9cNQAQ,"The staff was very friendly, the facility was very inviting, and the NP took her time to understand what my issue were.  Best urgent care experience I have had."
a2p3g000000oRfOAAU,0011U000019xyTQQAY,Flexible to reschedule time  on day of visit due to unforeseeable problem on my part.
a2p1U000000RsW0QAK,0011U00000riK5fQAE,It's very convenient.  By that I mean the location and being able to get an appointment on short notice.
a2p4w000002O4OBAA0,0014w000031rrRrAAI,"It is free, they were very nice and thorough."
a2p1U000000RobMQAS,0011U00000rjdAaQAI,"All staff was knowledgeable and concerned.  Doctor recommended that I talk w/ my primary care doctor, but did tell me what HE thought the issue was."
a2p1U000000RoPXQA0,0011U00000rj8zFQAQ,Dr. Martin truly cares about my well-being and isn't afraid to tell me what changes need to be made.
a2p1U000000RvB2QAK,0011U00000rjRoQQAU,The doctor did not care about my health and finding best solution for my problem. I got a solution of taking pain meds which does not solve an issue only masks it... very disappointed.
a2p1U000000Rt6nQAC,0011U00000riS1TQAU,I appreciate the small family like feel of the practice and the ability to get in an see a Doc sometimes that same day.
a2p1U000000RogpQAC,0011U00000rjnSPQAY,"Easy to get an appointment, Respectful, competent, and professional treatment.  Provided additional information.  Suggestions of other thing to consider for health and preventative diagnosis."
a2p1U000000RurbQAC,0011U00000rk63yQAA,Always seems to be a little disorganized.
a2p1U000000RpoEQAS,0011U00000rigwTQAQ,"Personalized. Relaxed atmosphere, not rushed. On time. Free#"
a2p3g000000oRb1AAE,0011U000019xyPiQAI,"The location is convenient, and I was able to get an appointment in a fairly reasonable amount of time.  The receptionist/nurse was not very professional or friendly.  She just seemed to complete tasks, but didnâ€™t really engage in conversation or explain what she would be doing.  Also, I was called back so they could redo the vitals for my biometrics screening.  Apparently none of the data was saved in the computer.  I donâ€™t have much confidence in this place."
a2p1U000000Rt2uQAC,0011U00000rj4fPQAQ,"Works good for me, but I'm not really in the habit of recommending medical care in any case."
a2p1U000000RtUgQAK,0011U00000riWJzQAM,Convenient
a2p1U000000RqMmQAK,0011U00000riDjgQAE,They don't do anything for you .This was my 2nd time there and I will not be back. I had to end up going to my Doctor and get medicine for a very bad sinus infection and according to your Doctor it was just viral. Both times that I have been to your clinic I have had to end up going to my own Doctor. Which ends up costing me two office visits. My Doctor said to just stay away from the clinic at work.
a2p3g000000LAeaAAG,0011U00000rjJwgQAE,"The process for check in and check out are simple and painless.  Also, my provider, Claudette Jackson, always took the time to listen and address my health issues and needs."
a2p1U000000Rp6oQAC,0011U00000rkBCFQA2,I'm not one to go to the doctor but Dr. Frantz was very easy to talk to and I walked out of Dr. office undstanding what everything we talked about
a2p1U000000Rp8aQAC,0011U00000rjI04QAE,dr. spends time with pt.
a2p4w000002KIfmAAG,0011U00000riYgqQAE,"It's only likely if someone asks, which I doubt would happen. But, if someone does ask, I'd mention the ease of use."
a2p4w000002NyVkAAK,0011U00000rj5mIQAQ,"It sounded great when my the job first announced it. There would be doctors available when you needed them and could get you right in when you needed to be seen, not true."
a2p4w000002NyYeAAK,0013g000006tg2dAAA,My doctor is attentive and takes the time to talk to me about the topics that concern me.
a2p4w000002KE4IAAW,0013g000004FyUFAA0,Dr. Smith shared too much about his personal beliefs and seemed judgmental. This made me feel uncomfortable.
a2p4w000002Nz5EAAS,0014w000031g0tQAAQ,There are some major issues at the clinic at this time.
a2p4w000002NyWsAAK,0011U00000rjrNYQAY,We use to have access at our location 5 days a week with 2 doctors. We now only have access to 1 doctor 1 day a week. The other location is a 45 minute drive away. We were never notified this change was taking place. Doctor has no personality or bedside manner. She types on lap top the whole appointment and dismisses whatever I have to say. its been this way for over a year. I use this service because it saves me money. That is the ONLY benefit.
a2p4w000002NzyEAAS,0011U00000riJ3VQAU,I just don't love traditional medicine in general.
a2p4w000002KFaPAAW,0011U00000rijeMQAQ,"No wait, free (for most part), appt not feel rushed."
a2p4w000002O2WhAAK,0014w000031g2A3AAI,"everyone was nice and the wait time was minable, the doctors are willing to talk with you about your problem and offer solusions."
a2p4w000002NysFAAS,0014w00002pQFvdAAG,Doctor was great
a2p4w000002K64ZAAS,0011U00000rk4gPQAQ,Beachwood Oh location was a terrible experience for me.. Rude receptionist along with doctors who don’t care about their patients at all wouldn’t recommend at all
a2p4w000002Nza2AAC,0011U00000rjfJVQAY,I appreciate the personal attention I get at XYZ. The only drawback is the types of medical services available are not as extensive as a typical PCP.
a2p4w000002Nzo4AAC,0011U00000rjbyxQAA,"Almost all of my experiences have been fantastic. However, the transition from XYZ to XYZ has been rough at times. The staff at my clinic have continued to be fantastic, but the switch in technology (like scheduling) has been bumpy at best."
a2p4w000002NyYyAAK,0011U00000ri30yQAA,"Dr. Martin is caring, knowledgeable, and takes the time needed."
a2p4w000002KKF2AAO,0011U00000rjjgiQAA,Very caring place
a2p4w000002NzlKAAS,0011U00000rjnxxQAA,"I was happy with the visit, but it's my first time seeing the doctor.  I think I'd be better able to respond after several appointments."
a2p4w000002O0GXAA0,0014w00002pQBcbAAG,Not a 10 because the Clinic is just for Utz employees
a2p4w000002NyJjAAK,0011U000017GalZQAS,Very pleasant and caring staff.
a2p4w000002KIgQAAW,0011U00000rjKUbQAM,Great staff
a2p1U000000RohCQAS,0011U00000rjI04QAE,can get in very quickly.
a2p3g000000owOgAAI,0011U00000rjsVAQAY,"Easy access, quick turnaround, great staff."
a2p3g000000LAeSAAW,0011U00000riOYOQA2,I might recommend someone to XYZ if they needed quick care but I would NEVER recommend the Lakewood office: Dr DeAllueme.
a2p3g000000owMhAAI,0011U00000rk5L7QAI,"Recommend to colleague bc we have a clinic on site, which is very convenient, you can just go on your lunch and don't have to take time off work.  Idk how it works if you're not getting it that way through work, though, so Idk if I'd recommend to friend"
a2p3g000000owOOAAY,0011U000019xydqQAA,I only had a biometric completed for my job so I really do not have enough information or experience to rate it
a2p1U000000RvCVQA0,0011U00000rjXd2QAE,Easy to get appointment at last minute.
a2p1U000000Rp2uQAC,0011U00000rj5AvQAI,I prefer more holistic and functional approach.
a2p1U000000RtNWQA0,0011U00000rhxPHQAY,"Great staff,"
a2p3g000000pTBMAA2,0011U00000sgxbcQAA,"Prompt service, 24 hour access, friendly, good general care"
a2p1U000000RtJCQA0,0011U00000rioENQAY,Easy to get appointment. I don't feel rushed.
a2p1U000000RtTLQA0,0011U00000riv20QAA,Nice Staff ---- Knowledgable
a2p1U000000RqP1QAK,0011U00000rjOY0QAM,"Good service, great doctor."
a2p1U000000Rq08QAC,0011U00000rjC3DQAU,Dr. Hernandez's shortened schedule and some lack of follow through between the clinic and my cardiologist's office.
a2p1U000000RtNvQAK,0011U00000rhxuPQAQ,It was convenient for my work and close to my house and the wait time was nothing.
a2p3g000000owNmAAI,0011U00000rhtncQAA,"Your health portal needs serious improvement. For the past three years, it has been glitchy, inconsistent and unresponsive. When I need to request a refill for medication on the portal, I almost always end up having to call because the portal doesn't work. I have tried it on web browsers and mobile sites. How have you not been able to improve the functionality in. all these years?"
a2p1U000000RpEVQA0,0011U00000riHdXQAU,I think my Dr. (DR.G) is pretty thorough. I don't feel like she has to rush me in or out. Thanks Gloria!
a2p1U000000RooEQAS,0011U00000riWyDQAU,"I have had good service except, now, I am not getting reminder calls or email and the nurse couldn't get my blood and I had to come back and wait a different day causing schedule disruption."
a2p1U000000RqU8QAK,0011U00000rj04mQAA,"It took a while to get an appointment, getting a call back or getting someone on the phone is very difficult. However, once I did get in the staff was very nice and the Dr. was great."
